timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-08-05T16:59:28,gpt2,d9186f43-17f1-4931-87fd-0f43e6a988f6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,8.632207299990114,5.991436109832642e-05,6.940792663586176e-06,42.5,0.0,10.0,0.00010189398138920499,0.0,2.3961338055636994e-05,0.000125855319444842,United States,USA,texas,,,Windows-11-10.0.26100-SP0,3.13.5,3.0.4,12,13th Gen Intel(R) Core(TM) i7-1355U,,,-95.4903,29.7422,15.730339050292969,machine,N,1.0
