timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-08-05T16:59:15,distilgpt2,78d7e6f0-3d6f-4aa1-97c9-030a66bc8cc8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6.841071799979545,4.748384935741685e-05,6.940995613809933e-06,42.5,0.0,10.0,8.075528652779113e-05,0.0,1.8988663333261178e-05,9.97439498610523e-05,United States,USA,texas,,,Windows-11-10.0.26100-SP0,3.13.5,3.0.4,12,13th Gen Intel(R) Core(TM) i7-1355U,,,-95.4903,29.7422,15.730339050292969,machine,N,1.0
